prclient,prid,prid_filtered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault,pronsale
Carvela,5945061609,5945061609,Carvela Women's Mule Heel Gold Fabric Silvia Mule,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/silvia-mule-gold-fabric-carvela-5945061609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Mule Crystal Heel, Gold","Gold Mule Crystal Heel, Gold",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5945061609.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,123,IN STOCK,,,Metallic,,,627,TRUE,TRUE,TRUE
Kg Kurt Geiger,5751441829,5751441829,KG Kurt Geiger Women's Heels Bone Synthetic Patsy,https://www.shoeaholics.com/women/shoes/heels/high-heels/patsy-bone-polyurethane-kg-kurt-geiger-5751441829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Bone Synthetic Wedge Heel, Bone","Bone Synthetic Wedge Heel, Bone",59.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5751441829.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,01/09/2026,,FALSE,,51,IN STOCK,,,White,,,986,TRUE,TRUE,TRUE
Kg Kurt Geiger,6297543979,6297543979,KG Kurt Geiger Women's Trainers Beige Combination Lush,https://www.shoeaholics.com/women/shoes/trainers/lush-beige-combination-synthetic-kg-kurt-geiger-6297543979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kg Kurt Geiger Lush Sneaker """", 9 Uk, Beige","Womens Kg Kurt Geiger Lush Sneaker """", 9 Uk, Beige",109.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6297543979.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,252,IN STOCK,,,Nude,,,216,TRUE,TRUE,TRUE
Kurt Geiger London,6243161179,6243161179,Kurt Geiger London Small Mayfair Tote Bag,https://www.shoeaholics.com/women/bags/cross-body-bags/mayfair-small-tote-gold-leather-lizard-print-kurt-geiger-london-6243161179?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Small Mayfair Tote Bag """", No Size, Gold","Womens Kurt Geiger London Small Mayfair Tote Bag """", No Size, Gold",149.00,219.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6243161179.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,01/09/2026,,FALSE,,129,IN STOCK,,,Metallic,,,596,TRUE,TRUE,TRUE
Steve Madden,5971200109,5971200109,Steve Madden Bixby Black Leather,https://www.shoeaholics.com/women/shoes/boots/heeled/bixby-017-black-leather-steve-madden-5971200109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Bixby Black Leather """", 6 Uk, Black","Womens Steve Madden Bixby Black Leather """", 6 Uk, Black",59.00,250.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5971200109.jpg?v=1&width=800,Women > Shoes > Boots > Heeled,Women > Shoes > Boots > Heeled,01/09/2026,,FALSE,,118,IN STOCK,,,Black,,,650,TRUE,TRUE,TRUE
Carvela,6294930799,6294930799,Carvela Women's Boots Brown Suedette Boulder,https://www.shoeaholics.com/women/shoes/boots/ankle/boulder-fur-lace-up-brown-suedette-carvela-6294930799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Boulder Fur Lace Up """", 6 Uk, Brown","Womens Carvela Boulder Fur Lace Up """", 6 Uk, Brown",129.00,179.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6294930799.jpg?v=1&width=800,Women > Shoes > Boots > Ankle,Women > Shoes > Boots > Ankle,01/09/2026,,FALSE,,200,IN STOCK,,,Brown,,,339,TRUE,TRUE,TRUE
Carvela,6330931799,6330931799,Carvela Women's Cross Body Bag Dark Brown Suedette Livia,https://www.shoeaholics.com/women/bags/shoulder-bags/livia-scoop-dark-brown-suedette-carvela-6330931799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Brown Scoop Cross Body Bag, Dark Brown","Dark Brown Scoop Cross Body Bag, Dark Brown",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330931799.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,01/09/2026,,FALSE,,79,IN STOCK,,,Brown,,,821,TRUE,TRUE,TRUE
Carvela,5306100269,5306100269,Carvela Women's Boots Black Synthetic Skyline,https://www.shoeaholics.com/women/shoes/trainers/skyline-wedge-bootie-black-suede-fabric-carvela-5306100269?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Nylon Fabric Sneaker, Black","Black Nylon Fabric Sneaker, Black",49.00,159.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/3/5306100269.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,39,IN STOCK,,,Black,,,1115,TRUE,TRUE,TRUE
Carvela,6330700979,6330700979,Carvela Women's Tote Bag Black Synthetic Regina Turnlock,https://www.shoeaholics.com/women/bags/tote-bags/regina-turnlock-tote-black-synthetic-carvela-6330700979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Microsuede Tote Bag, Black","Black Microsuede Tote Bag, Black",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330700979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,01/09/2026,,FALSE,,133,IN STOCK,,,Black,,,575,TRUE,TRUE,TRUE
Steve Madden,5663631209,5663631209,Steve Madden Nextstep Dark Brown,https://www.shoeaholics.com/women/shoes/boots/ankle/nextstep-bbn-dark-brown-suede-steve-madden-5663631209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Nextstep Dark Brown """", 4 Uk, Dark Brown","Womens Steve Madden Nextstep Dark Brown """", 4 Uk, Dark Brown",59.00,150.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/6/5663631209.jpg?v=1&width=800,Women > Shoes > Boots > Ankle,Women > Shoes > Boots > Ankle,01/09/2026,,FALSE,,35,IN STOCK,,,Brown,,,1160,TRUE,TRUE,TRUE
Kurt Geiger London,5586957689,5586957689,Kurt Geiger Women's Shoulder Bag Pink Combination Fabric Other Kensington,https://www.shoeaholics.com/women/bags/shoulder-bags/kensington-knot-shoulder-pink-combination-fabric-other-print-kurt-geiger-london-5586957689?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Shoulder Bag Kurt Geiger Print Satin Bag, Pink Combination","Shoulder Bag Kurt Geiger Print Satin Bag, Pink Combination",109.00,229.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/5/5586957689.jpg?v=1&width=800,Clothing & Accessories > Shoes,Clothing & Accessories > Shoes,01/09/2026,,FALSE,,18,IN STOCK,,,Pink,,,1439,TRUE,TRUE,TRUE
Carvela,5378014609,5378014609,Carvela Women's Cross Body Bag Champagne Fabric Jessica Micro,https://www.shoeaholics.com/women/bags/cross-body-bags/jessica-micro-champagne-fabric-carvela-5378014609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Micro Champagne Cross Body Bag, Champagne","Micro Champagne Cross Body Bag, Champagne",39.00,69.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/3/5378014609.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,01/09/2026,,FALSE,,13,IN STOCK,,,Champagne,,,1612,TRUE,TRUE,TRUE
Carvela,5893561979,5893561979,Carvela Women's Heels Gold Synthetic Corletta,https://www.shoeaholics.com/women/shoes/heels/corletta-sandal-gold-synthetic-carvela-5893561979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Metallic Gold High Heel, Gold","Metallic Gold High Heel, Gold",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5893561979.jpg?v=1&width=800,Women > Shoes > Heels,Women > Shoes > Heels,01/09/2026,,FALSE,,154,IN STOCK,,,Metallic,,,493,TRUE,TRUE,TRUE
Carvela,5710847609,5710847609,Carvela Women's Trainers Taupe Fabric Adoro,https://www.shoeaholics.com/women/shoes/trainers/adoro-bling-taupe-fabric-carvela-5710847609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Crystal Lace Up Sneaker, Taupe","Crystal Lace Up Sneaker, Taupe",69.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5710847609.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,58,IN STOCK,,,Taupe,,,944,TRUE,TRUE,TRUE
Carvela,6328931069,6328931069,Carvela Women's Cross Body Dark Brown Fabric Other Maria,https://www.shoeaholics.com/women/bags/cross-body-bags/maria-crossbody-bag-dark-brown-fabric-other-carvela-6328931069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Maria Crossbody Bag """", No Size, Dark Brown","Womens Carvela Maria Crossbody Bag """", No Size, Dark Brown",49.00,89.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6328931069.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,01/09/2026,,FALSE,,209,IN STOCK,,,Brown,,,314,TRUE,TRUE,TRUE
Kg Kurt Geiger,6297400309,6297400309,KG Kurt Geiger Women's Flats Patent Muse,https://www.shoeaholics.com/women/shoes/flats/muse-black-patent-kg-kurt-geiger-6297400309?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Patent Flat Loafer, Black","Black Patent Flat Loafer, Black",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6297400309.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,113,IN STOCK,,,Black,,,670,TRUE,TRUE,TRUE
Kg Kurt Geiger,5711700109,5711700109,KG Kurt Geiger Women's Flats Black Leather Nora,https://www.shoeaholics.com/women/shoes/flats/nora-black-leather-kg-kurt-geiger-5711700109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Woven Black Leather Flats, Black","Woven Black Leather Flats, Black",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5711700109.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,27,IN STOCK,,,Black,,,1267,TRUE,TRUE,TRUE
Kg Kurt Geiger,5823141109,5823141109,KG Kurt Geiger Women's Flats Bone Leather Marnie,https://www.shoeaholics.com/women/shoes/flats/marnie-bone-leather-kg-kurt-geiger-5823141109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Bone Leather Slip On Loafer, Bone","Bone Leather Slip On Loafer, Bone",79.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5823141109.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,193,IN STOCK,,,White,,,362,TRUE,TRUE,TRUE
Carvela,5344400209,5344400209,Carvela Women's Boot Black Suede Knee Gaia,https://www.shoeaholics.com/women/shoes/boots/gaia-knee-black-suede-carvela-5344400209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Gaia Knee Boot """", 9 Uk, Black","Womens Carvela Gaia Knee Boot """", 9 Uk, Black",139.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/3/5344400209.jpg?v=1&width=800,Women > Shoes > Boots,Women > Shoes > Boots,01/09/2026,,FALSE,,139,IN STOCK,,,Black,,,548,TRUE,TRUE,TRUE
Carvela,5769961979,5769961979,Carvela Gemma Clutch,https://www.shoeaholics.com/women/bags/clutch-bags/gemma-clutch-gold-synthetic-carvela-5769961979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Gemma Clutch """", No Size, Gold","Womens Carvela Gemma Clutch """", No Size, Gold",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5769961979.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,01/09/2026,,FALSE,,10,IN STOCK,,,Metallic,,,1711,TRUE,TRUE,TRUE
Carvela,5898463109,5898463109,Carvela Women's Sandals Silver Leather Organza Sandal,https://www.shoeaholics.com/women/shoes/sandals/organza-sandal-silver-leather-carvela-5898463109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Organza Sandal """", 9 Uk, Silver","Womens Carvela Organza Sandal """", 9 Uk, Silver",49.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5898463109.jpg?v=1&width=800,Women > Shoes > Sandals,Women > Shoes > Sandals,01/09/2026,,FALSE,,149,IN STOCK,,,Metallic,,,516,TRUE,TRUE,TRUE
Carvela,6018680209,6018680209,Carvela Regatta Heel Blue Suede High Heel,https://www.shoeaholics.com/women/shoes/heels/block-heels/regatta-heel-blue-suede-carvela-6018680209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Blue Suede High Heel, Blue","Blue Suede High Heel, Blue",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/0/6018680209.jpg?v=1&width=800,Women > Shoes > Heels > Block-heels,Women > Shoes > Heels > Block-heels,01/09/2026,,FALSE,,48,IN STOCK,,,Blue,,,1021,TRUE,TRUE,TRUE
Carvela,6288840979,6288840979,Carvela Women's Trainers Beige Synthetic Daniella,https://www.shoeaholics.com/women/shoes/trainers/daniella-zip-weave-beige-synthetic-carvela-6288840979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Beige Lace Up Trainer, Beige","Beige Lace Up Trainer, Beige",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6288840979.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,367,IN STOCK,,,Nude,,,84,TRUE,TRUE,TRUE
Carvela,6024000979,6024000979,Carvela Women's Tote Bag Black Synthetic Frame,https://www.shoeaholics.com/women/bags/tote-bags/frame-pocket-wing-tote-black-synthetic-carvela-6024000979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Textured Tote Bag, Black","Black Textured Tote Bag, Black",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/0/6024000979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,01/09/2026,,FALSE,,163,IN STOCK,,,Black,,,471,TRUE,TRUE,TRUE
Carvela,6030000309,6030000309,Carvela Women's Flats. Black Chunky Tassel,https://www.shoeaholics.com/women/shoes/flats/snap-chunky-tassel-black-patent-carvela-6030000309?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Patent Slip On Loafer, Black","Black Patent Slip On Loafer, Black",99.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/0/6030000309.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,105,IN STOCK,,,Black,,,699,TRUE,TRUE,TRUE
Carvela,6329900979,6329900979,Carvela Women's Tote Bag Black Synethic Violet,https://www.shoeaholics.com/women/bags/violet-micro-tote-black-synthetic-carvela-6329900979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Textured Micro Tote Bag, Black","Black Textured Micro Tote Bag, Black",59.00,89.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6329900979.jpg?v=1&width=800,Women > Bags,Women > Bags,01/09/2026,,FALSE,,116,IN STOCK,,,Black,,,658,TRUE,TRUE,TRUE
Kurt Geiger London,5421670429,5421670429,Kurt Geiger Women's Ring Black Green Synthetic Belgravia,https://www.shoeaholics.com/women/accessories/jewellery/belgravia-emerald-ring-green-brass-kurt-geiger-london-5421670429?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Green Crystal Ring, Green","Green Crystal Ring, Green",39.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/4/5421670429.jpg?v=1&width=800,Women > Accessories > Jewellery,Women > Accessories > Jewellery,01/09/2026,,FALSE,,98,IN STOCK,,,Green,,,727,TRUE,TRUE,TRUE
Kg Kurt Geiger,6297100309,6297100309,KG Kurt Geiger Women's Flats Black Patent Maple,https://www.shoeaholics.com/women/shoes/flats/maple-black-patent-kg-kurt-geiger-6297100309?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Patent Slip On Loafer, Black","Black Patent Slip On Loafer, Black",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6297100309.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,277,IN STOCK,,,Black,,,171,TRUE,TRUE,TRUE
Dolce Vita,5933361109,5933361109,Dolce Vita Barlo 710,https://www.shoeaholics.com/women/shoes/sandals/barlo-710-gold-leather-dolce-vita-5933361109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Dolce Vita Barlo 710 """", 5 Uk, Gold","Womens Dolce Vita Barlo 710 """", 5 Uk, Gold",49.00,150.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5933361109.jpg?v=1&width=800,Women > Shoes > Sandals,Women > Shoes > Sandals,01/09/2026,,FALSE,,18,IN STOCK,,,Metallic,,,1440,TRUE,TRUE,TRUE
Carvela,6343466979,6343466979,Carvela Women's Clutch Bag Gold Combination Palio,https://www.shoeaholics.com/women/bags/clutch-bags/palio-hard-clutch-gold-combination-synthetic-carvela-6343466979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Palio Hard Clutch Bag """", No Size, Gold Combination","Womens Carvela Palio Hard Clutch Bag """", No Size, Gold Combination",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6343466979.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,01/09/2026,,FALSE,,117,IN STOCK,,,Metallic,,,653,TRUE,TRUE,TRUE
Kg Kurt Geiger,6297330209,6297330209,Kg Kurt Geiger Mila Loafer,https://www.shoeaholics.com/women/shoes/flats/mila-brown-suede-kg-kurt-geiger-6297330209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kg Kurt Geiger Mila Loafer """", 6 Uk, Brown","Womens Kg Kurt Geiger Mila Loafer """", 6 Uk, Brown",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6297330209.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,283,IN STOCK,,,Brown,,,160,TRUE,TRUE,TRUE
Kurt Geiger London,6244354309,6244354309,Kurt Geiger Women's Clutch Bag Wine Patent Box,https://www.shoeaholics.com/women/bags/clutch-bags/box-clutch-wine-patent-kurt-geiger-london-6244354309?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Box Clutch Bag """", No Size, Wine","Womens Kurt Geiger London Box Clutch Bag """", No Size, Wine",99.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6244354309.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,01/09/2026,,FALSE,,107,IN STOCK,,,Red,,,690,TRUE,TRUE,TRUE
Kurt Geiger London,6314160109,6314160109,Kurt Geiger Women's Purse Bronze Leather Soho,https://www.shoeaholics.com/women/accessories/soho-card-holder-bronze-leather-kurt-geiger-london-6314160109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Soho Card Holder """", No Size, Bronze","Womens Kurt Geiger London Soho Card Holder """", No Size, Bronze",39.00,59.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6314160109.jpg?v=1&width=800,Women > Accessories,Women > Accessories,01/09/2026,,FALSE,,143,IN STOCK,,,Metallic,,,533,TRUE,TRUE,TRUE
Kurt Geiger London,5419261429,5419261429,Kurt Geiger Women's Ring Jewellery Brass Synthetic Lg Chelsea,https://www.shoeaholics.com/women/accessories/jewellery/lg-chelsea-ring-gold-brass-kurt-geiger-london-5419261429?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Large Chelsea Ring, Gold","Large Chelsea Ring, Gold",29.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/4/5419261429.jpg?v=1&width=800,Women > Accessories > Jewellery,Women > Accessories > Jewellery,01/09/2026,,FALSE,,72,IN STOCK,,,Metallic,,,860,TRUE,TRUE,TRUE
